,flg,text,text_length,is_year,is_month,is_date,is_time,num_hatena,num_bikkuri,is_eiga,is_henkakko,is_normalkakko,is_whitekakko,is_vol,is_sports,text_wakati,text_del_one
1399,0,はどうなる?ﾀｲの大洪水の影響が長引きﾊﾟｿｺﾝ出荷台数が減少か話題,41.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,は どう なる ? ﾀｲ の 大 洪水 の 影響 が 長引く ﾊﾟｿｺﾝ 出荷 台数 が 減少 か 話題 ,どう なる ﾀｲ 洪水 影響 長引く ﾊﾟｿｺﾝ 出荷 台数 減少 話題 
1400,8,鳩山元首相の”ありえない”暴言に批判殺到,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,鳩山 元 首相 の ” ある える ない ” 暴言 に 批判 殺到 ,鳩山 首相 ある える ない 暴言 批判 殺到 
1401,5,ｶｼｵ､防塵･防沫･耐衝撃性能を備えたﾋﾞｼﾞﾈｽ向けandroidﾀﾌﾞﾚｯﾄ0ﾓﾃﾞﾙを発表!に発売予定,56.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ｶｼｵ ､ 防塵 ･ 防 沫 ･ 耐衝撃 性能 を 備える た ﾋﾞｼﾞﾈｽ 向け android ﾀﾌﾞﾚｯﾄ 0 ﾓﾃﾞﾙ を 発表 ! に 発売 予定 ,ｶｼｵ 防塵 耐衝撃 性能 備える ﾋﾞｼﾞﾈｽ 向け android ﾀﾌﾞﾚｯﾄ ﾓﾃﾞﾙ 発表 発売 予定 
1402,2,加藤浩次､不可解ﾚﾌｪﾘｰに怒り心頭 あんな笛見たことない ,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,加藤 浩次 ､ 不可解 ﾚﾌｪﾘｰ に 怒り 心頭   あんな 笛 見る た こと ない ,加藤 浩次 不可解 ﾚﾌｪﾘｰ 怒り 心頭 あんな 見る こと ない 
1403,7,大切な投稿を見逃さない!友達管理が簡単に!個性派facebookにするﾃｸﾆｯｸまとめ知っ得･虎の巻,52.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,大切 だ 投稿 を 見逃す ない ! 友達 管理 が 簡単 に ! 個性 派 facebook に する ﾃｸﾆｯｸ まとめる 知る 得る ･ 虎の巻 ,大切 投稿 見逃す ない 友達 管理 簡単 個性 facebook する ﾃｸﾆｯｸ まとめる 知る 得る 虎の巻 
1404,0,ｽﾄｰﾘｰがもりもり広がりﾌｧﾝにはたまらないｱｲﾃﾑ! ｼﾞｮｼﾞｮのｸﾘｰﾑがiphoneを飲み込む!話題,59.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,ｽﾄｰﾘｰ が もりもり 広がる ﾌｧﾝ に は たまらない ｱｲﾃﾑ !   ｼﾞｮｼﾞｮ の ｸﾘｰﾑ が iphone を 飲み込む ! 話題 ,ｽﾄｰﾘｰ もりもり 広がる ﾌｧﾝ たまらない ｱｲﾃﾑ ｼﾞｮｼﾞｮ ｸﾘｰﾑ iphone 飲み込む 話題 
1405,5,国内専用ﾓﾃﾞﾙhtc j投入で本気を出した——htc oneに賭けるhtcのｽﾏﾎ戦略に迫る山根康宏の“世界のﾓﾊﾞｲﾙ”,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,国内 専用 ﾓﾃﾞﾙ htc   j 投入 で 本気 を 出す た —— htc   one に 賭ける htc の ｽﾏﾎ 戦略 に 迫る 山根 康宏 の “ 世界 の ﾓﾊﾞｲﾙ ” ,国内 専用 ﾓﾃﾞﾙ htc 投入 本気 出す —— htc one 賭ける htc ｽﾏﾎ 戦略 迫る 山根 康宏 世界 ﾓﾊﾞｲﾙ 
1406,2,なでしこ敗戦に解説者指摘 0点は防げる失点だった,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,なでしこ 敗戦 に 解説 者 指摘   0 点 は 防げる 失点 だ た ,なでしこ 敗戦 解説 指摘 防げる 失点 
1407,7,google drive対抗か!? dropboxが着実に機能ｱｯﾌﾟﾃﾞｼﾞ通,42.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,google   drive 対抗 か !?   dropbox が 着実 に 機能 ｱｯﾌﾟﾃﾞｼﾞ 通 ,google drive 対抗 !? dropbox 着実 機能 ｱｯﾌﾟﾃﾞｼﾞ 
1408,6,高級ｷｬﾋﾞｱを配合したｺｽﾒ!?韓国ｺｽﾒの新たな定番ｱｲﾃﾑに,33.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,高級 ｷｬﾋﾞｱ を 配合 する た ｺｽﾒ !? 韓国 ｺｽﾒ の 新た だ 定番 ｱｲﾃﾑ に ,高級 ｷｬﾋﾞｱ 配合 する ｺｽﾒ !? 韓国 ｺｽﾒ 新た 定番 ｱｲﾃﾑ 
1409,3,ﾌﾟﾚｾﾞﾝﾄ戦乱に埋もれた驚きの大逆転の実話を描く!映画のぼうの城ｼﾞｬﾊﾟﾝﾌﾟﾚﾐｱにご招待,53.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,ﾌﾟﾚｾﾞﾝﾄ 戦乱 に 埋もれる た 驚き の 大 逆転 の 実話 を 描く ! 映画 の ぼう の 城 ｼﾞｬﾊﾟﾝﾌﾟﾚﾐｱ に ご 招待 ,ﾌﾟﾚｾﾞﾝﾄ 戦乱 埋もれる 驚き 逆転 実話 描く 映画 ぼう ｼﾞｬﾊﾟﾝﾌﾟﾚﾐｱ 招待 
1410,0,facebook投稿で原因発覚? ｲﾀﾘｱの豪華客船､船長がいいとこ見せたくて事故か?話題,47.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,facebook 投稿 で 原因 発覚 ?   ｲﾀﾘｱ の 豪華 客船 ､ 船長 が いい とこ 見せる たい て 事故 か ? 話題 ,facebook 投稿 原因 発覚 ｲﾀﾘｱ 豪華 客船 船長 いい とこ 見せる たい 事故 話題 
1411,1,ｽｯﾋﾟﾝのほうがいいって本当?——言葉の裏に隠された男の本音,33.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,ｽｯﾋﾟﾝ の ほう が いい って 本当 ?—— 言葉 の 裏 に 隠す れる た 男 の 本音 ,ｽｯﾋﾟﾝ ほう いい って 本当 ?—— 言葉 隠す れる 本音 
1412,3,ぐっさんが中村昌也を吹っ飛ばし大暴れ! 0人がかりでも止められないほどの大乱闘,39.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ぐっさんが 中村 昌也 を 吹っ飛ぶ き 大 暴れ !   0 人 がかり でも 止める られる ない ほど の 大 乱闘 ,ぐっさんが 中村 昌也 吹っ飛ぶ 暴れ がかり でも 止める られる ない ほど 乱闘 
1413,2,ﾖﾅのﾐｽｼﾞｬﾝﾌﾟに加点､集まる疑問視する声,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,ﾖﾅ の ﾐｽｼﾞｬﾝﾌﾟ に 加点 ､ 集まる 疑問 視 する 声 ,ﾖﾅ ﾐｽｼﾞｬﾝﾌﾟ 加点 集まる 疑問 する 
1414,0,ﾀｲｶﾞｰ魔法瓶､おいしい炊き上がりの土鍋ih炊飯ｼﾞｬｰ炊きたての新製品を発売売れ筋ﾁｪｯｸ,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,ﾀｲｶﾞｰ 魔法瓶 ､ おいしい 炊く 上がり の 土鍋 ih 炊飯 ｼﾞｬｰ 炊きたて の 新 製品 を 発売 売れ筋 ﾁｪｯｸ ,ﾀｲｶﾞｰ 魔法瓶 おいしい 炊く 上がり 土鍋 ih 炊飯 ｼﾞｬｰ 炊きたて 製品 発売 売れ筋 ﾁｪｯｸ 
1415,7,切れない携帯はﾎﾝﾄに必要か? 東京ﾒﾄﾛにおける携帯のｻｰﾋﾞｽｴﾘｱ拡大,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,切れる ない 携帯 は ﾎﾝﾄ に 必要 か ?   東京 ﾒﾄﾛ における 携帯 の ｻｰﾋﾞｽｴﾘｱ 拡大 ,切れる ない 携帯 ﾎﾝﾄ 必要 東京 ﾒﾄﾛ における 携帯 ｻｰﾋﾞｽｴﾘｱ 拡大 
1416,7,ﾃﾚﾋﾞの高画質化は誰のため?ｺﾝﾃﾝﾂが性能に追いつかないﾃﾞｼﾞ通,37.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,ﾃﾚﾋﾞ の 高画質 化 は 誰 の ため ? ｺﾝﾃﾝﾂ が 性能 に 追いつく ない ﾃﾞｼﾞ 通 ,ﾃﾚﾋﾞ 高画質 ため ｺﾝﾃﾝﾂ 性能 追いつく ない ﾃﾞｼﾞ 
1417,2,ﾌｼﾞﾃﾚﾋﾞ･ｽﾎﾟｰﾂ番組の韓日戦表記の理由とは,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,ﾌｼﾞﾃﾚﾋﾞ ･ ｽﾎﾟｰﾂ 番組 の 韓 日 戦 表記 の 理由 と は ,ﾌｼﾞﾃﾚﾋﾞ ｽﾎﾟｰﾂ 番組 表記 理由 
1418,1,ｵｵｶﾐはあなたを狙っている! ,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ｵｵｶﾐ は あなた を 狙う て いる ! ,ｵｵｶﾐ あなた 狙う いる 
1419,2,ﾂｲｯﾀｰで選手を侮辱したｱﾃﾞｨﾀﾞｽ女性社員退職か｡ﾈｯﾄ上では自業自得の声,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,ﾂｲｯﾀｰ で 選手 を 侮辱 する た ｱﾃﾞｨﾀﾞｽ 女性 社員 退職 か ｡ ﾈｯﾄ 上 だ は 自業自得 の 声 ,ﾂｲｯﾀｰ 選手 侮辱 する ｱﾃﾞｨﾀﾞｽ 女性 社員 退職 ﾈｯﾄ 自業自得 
1420,5,ついにｿﾌﾄﾊﾞﾝｸも000mhz帯でのｻｰﾋﾞｽを開始!ﾌﾟﾗﾁﾅﾊﾞﾝﾄﾞでｿﾌﾄﾊﾞﾝｸは繋がりやすくなるのか?ﾊｳﾂｰ,65.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,ついに ｿﾌﾄﾊﾞﾝｸ も 000 mhz 帯 で の ｻｰﾋﾞｽ を 開始 ! ﾌﾟﾗﾁﾅﾊﾞﾝﾄﾞ で ｿﾌﾄﾊﾞﾝｸ は 繋がる やすい なる の か ? ﾊｳﾂｰ ,ついに ｿﾌﾄﾊﾞﾝｸ 000 mhz ｻｰﾋﾞｽ 開始 ﾌﾟﾗﾁﾅﾊﾞﾝﾄﾞ ｿﾌﾄﾊﾞﾝｸ 繋がる やすい なる ﾊｳﾂｰ 
1421,8,韓国ﾆｭｰｽsiriに独島は韓国領土と教え込むﾕｰｻﾞｰが話題に,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,韓国 ﾆｭｰｽ siri に 独 島 は 韓国 領土 と 教える 込む ﾕｰｻﾞｰ が 話題 に ,韓国 ﾆｭｰｽ siri 韓国 領土 教える 込む ﾕｰｻﾞｰ 話題 
1422,6,ﾎｯﾄﾖｶﾞで身も心も美しくなる職場,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ﾎｯﾄﾖｶﾞ で 身 も 心 も 美しい なる 職場 ,ﾎｯﾄﾖｶﾞ 美しい なる 職場 
1423,6,終了しました仲間たちともう一度､輝いていたあの日へ｡映画ｻﾆｰ 永遠の仲間たち試写会に00組00名様をご招待,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,終了 する ます た 仲間 たち と もう一度 ､ 輝く て いる た あの 日 へ ｡ 映画 ｻﾆｰ   永遠 の 仲間 たち 試写 会 に 00 組 00 名 様 を ご 招待 ,終了 する ます 仲間 たち もう一度 輝く いる あの 映画 ｻﾆｰ 永遠 仲間 たち 試写 00 00 招待 
1424,1,ｵﾄﾅ女子ｺﾐｯｸ部少女ﾏﾝｶﾞの世界にどっぷりﾄﾘｯﾌﾟ!まんがﾌｧｯｼｮﾝ,43.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,ｵﾄﾅ 女子 ｺﾐｯｸ 部 少女 ﾏﾝｶﾞ の 世界 に どっぷり ﾄﾘｯﾌﾟ ! まんが ﾌｧｯｼｮﾝ ,ｵﾄﾅ 女子 ｺﾐｯｸ 少女 ﾏﾝｶﾞ 世界 どっぷり ﾄﾘｯﾌﾟ まんが ﾌｧｯｼｮﾝ 
1425,8,蒼井優と鈴木浩介の交際報道にﾈｯﾄの声は,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,蒼 井 優 と 鈴木 浩 介 の 交際 報道 に ﾈｯﾄ の 声 は ,鈴木 交際 報道 ﾈｯﾄ 
1426,2,里田まい､ﾏｰ君との結婚を機に独立か!?,34.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,里 田 まい ､ ﾏｰ 君 と の 結婚 を 機 に 独立 か !? ,まい ﾏｰ 結婚 独立 !? 
1427,1,ﾊﾞﾚﾝﾀｲﾝのお返しは0倍返しで!?,19.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ﾊﾞﾚﾝﾀｲﾝ の お返し は 0 倍 返し で !? ,ﾊﾞﾚﾝﾀｲﾝ お返し 返し !? 
1428,3,ｳﾞｧﾝﾊﾟｲｱから最愛の恋人を守れるのか､ﾌﾗｲﾄﾅｲﾄのﾎﾟｽﾀｰが公開,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,ｳﾞｧﾝﾊﾟｲｱ から 最愛 の 恋人 を 守れる の か ､ ﾌﾗｲﾄﾅｲﾄ の ﾎﾟｽﾀｰ が 公開 ,ｳﾞｧﾝﾊﾟｲｱ から 最愛 恋人 守れる ﾌﾗｲﾄﾅｲﾄ ﾎﾟｽﾀｰ 公開 
1429,6,終了しましたﾊｰﾌﾞのちからに着目して開発｡ｴｲｼﾞﾝｸﾞﾍｱｹｱ商品enherb(ｴﾝﾊｰﾌﾞ)をｾｯﾄで0名様にﾌﾟﾚｾﾞﾝﾄ,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,終了 する ます た ﾊｰﾌﾞ のち から に 着目 する て 開発 ｡ ｴｲｼﾞﾝｸﾞﾍｱｹｱ 商品 enherb ( ｴﾝﾊｰﾌﾞ ) を ｾｯﾄ で 0 名 様 に ﾌﾟﾚｾﾞﾝﾄ ,終了 する ます ﾊｰﾌﾞ のち から 着目 する 開発 ｴｲｼﾞﾝｸﾞﾍｱｹｱ 商品 enherb ｴﾝﾊｰﾌﾞ ｾｯﾄ ﾌﾟﾚｾﾞﾝﾄ 
1430,7,windowsﾕｰｻﾞｰにはｲﾏｲﾁ? ｱｯﾌﾟﾙのicloudﾃﾞｼﾞ通,41.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,windows ﾕｰｻﾞｰ に は ｲﾏｲﾁ ?   ｱｯﾌﾟﾙ の icloud ﾃﾞｼﾞ 通 ,windows ﾕｰｻﾞｰ ｲﾏｲﾁ ｱｯﾌﾟﾙ icloud ﾃﾞｼﾞ 
1431,7,参加した人も､不参加の人もﾁｬﾝｽがある!ultrabooker.jpﾌﾞｰｽも登場したｲﾝﾃﾙｲﾍﾞﾝﾄ,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,参加 する た 人 も ､ 不参加 の 人 も ﾁｬﾝｽ が ある ! ultrabooker . jp ﾌﾞｰｽ も 登場 する た ｲﾝﾃﾙｲﾍﾞﾝﾄ ,参加 する 不参加 ﾁｬﾝｽ ある ultrabooker jp ﾌﾞｰｽ 登場 する ｲﾝﾃﾙｲﾍﾞﾝﾄ 
1432,5,全力でやらないとｷｬｯﾁできない!?意外と難易度が高いｹﾞｰﾑ全力ｷｬｯﾁﾎﾞｰﾙandroidｱﾌﾟﾘ,56.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,全力 で やる ない と ｷｬｯﾁ できる ない !? 意外と 難易 度 が 高い ｹﾞｰﾑ 全力 ｷｬｯﾁﾎﾞｰﾙ android ｱﾌﾟﾘ ,全力 やる ない ｷｬｯﾁ できる ない !? 意外と 難易 高い ｹﾞｰﾑ 全力 ｷｬｯﾁﾎﾞｰﾙ android ｱﾌﾟﾘ 
1433,8,喫煙率が下がると肺がん死が増えるに非喫煙者vs.喫煙者のﾊﾞﾄﾙ勃発,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,喫煙 率 が 下がる と 肺がん 死 が 増える に 非 喫煙 者 vs . 喫煙 者 の ﾊﾞﾄﾙ 勃発 ,喫煙 下がる 肺がん 増える 喫煙 vs 喫煙 ﾊﾞﾄﾙ 勃発 
1434,6,大人にふさわしいﾋﾞﾀｰな味わい ｼｮｺﾗｹｰｷで聖夜を飾る,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,大人 に ふさわしい ﾋﾞﾀｰ だ 味わい   ｼｮｺﾗｹｰｷ で 聖夜 を 飾る ,大人 ふさわしい ﾋﾞﾀｰ 味わい ｼｮｺﾗｹｰｷ 聖夜 飾る 
1435,7,話題のｽﾏﾎに強い味方!ﾄﾞｺﾓ medias lte n-00d用大容量ﾊﾞｯﾃﾘｰﾓﾊﾞｽﾃ通信,52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,話題 の ｽﾏﾎ に 強い 味方 ! ﾄﾞｺﾓ   medias   lte   n - 00 d 用 大 容量 ﾊﾞｯﾃﾘｰﾓﾊﾞｽﾃ 通信 ,話題 ｽﾏﾎ 強い 味方 ﾄﾞｺﾓ medias lte 00 容量 ﾊﾞｯﾃﾘｰﾓﾊﾞｽﾃ 通信 
1436,5,nttﾄﾞｺﾓ､ｼﾆｱ向けで全面ﾀｯﾁ操作らくらくｽﾏｰﾄﾌｫﾝ f-00dを発表!専用ﾊﾟｹｯﾄﾌﾟﾗﾝも導入,58.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,ntt ﾄﾞｺﾓ ､ ｼﾆｱ 向け で 全面 ﾀｯﾁ 操作 らくらく ｽﾏｰﾄﾌｫﾝ   f - 00 d を 発表 ! 専用 ﾊﾟｹｯﾄﾌﾟﾗﾝ も 導入 ,ntt ﾄﾞｺﾓ ｼﾆｱ 向け 全面 ﾀｯﾁ 操作 らくらく ｽﾏｰﾄﾌｫﾝ 00 発表 専用 ﾊﾟｹｯﾄﾌﾟﾗﾝ 導入 
1437,8,楽天､ﾕﾆｸﾛの社内英語化に疑問の声続出,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,楽天 ､ ﾕﾆｸﾛ の 社内 英語 化 に 疑問 の 声 続出 ,楽天 ﾕﾆｸﾛ 社内 英語 疑問 続出 
1438,1,女性のわがままを全て叶えた逸品 ﾏｲ ﾌｪﾗｶﾞﾓﾌｪｱ開催,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,女性 の わがまま を 全て 叶える た 逸品   ﾏｲ   ﾌｪﾗｶﾞﾓﾌｪｱ 開催 ,女性 わがまま 全て 叶える 逸品 ﾏｲ ﾌｪﾗｶﾞﾓﾌｪｱ 開催 
1439,1,新種の母娘世代!ﾊﾞﾌﾞﾙ母さんとその娘たち,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,新種 の 母 娘 世代 ! ﾊﾞﾌﾞﾙ 母さん と その 娘 たち ,新種 世代 ﾊﾞﾌﾞﾙ 母さん その たち 
1440,6,ｲﾝﾀﾋﾞｭｰ:磯山さやかさん癒し系をｱﾋﾟｰﾙして婚活します!,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,ｲﾝﾀﾋﾞｭｰ : 磯山 さやか さん 癒す 系 を ｱﾋﾟｰﾙ する て 婚 活 する ます ! ,ｲﾝﾀﾋﾞｭｰ 磯山 さやか さん 癒す ｱﾋﾟｰﾙ する する ます 
1441,3,人気海外ﾄﾞﾗﾏｺﾊﾞｰﾄ･ｱﾌｪｱが“ｱﾍｱへ”間寛平とまさかのｺﾗﾎﾞ,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,人気 海外 ﾄﾞﾗﾏｺﾊﾞｰﾄ ･ ｱﾌｪｱ が “ ｱﾍｱ へ ” 間 寛平 と まさかの ｺﾗﾎﾞ ,人気 海外 ﾄﾞﾗﾏｺﾊﾞｰﾄ ｱﾌｪｱ ｱﾍｱ 寛平 まさかの ｺﾗﾎﾞ 
1442,1,なぜﾓﾃない?!料理男子,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,なぜ ﾓﾃ ない ?! 料理 男子 ,なぜ ﾓﾃ ない ?! 料理 男子 
1443,1,もし身近な男性がﾀｲｶﾞｰﾏｽｸだったら?,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,もし 身近 だ 男性 が ﾀｲｶﾞｰﾏｽｸ だ た ? ,もし 身近 男性 ﾀｲｶﾞｰﾏｽｸ 
1444,2,ｳﾞｪﾙﾃﾞｨ財政難に､ﾗﾓｽが悲痛の訴え,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,ｳﾞｪﾙﾃﾞｨ 財政難 に ､ ﾗﾓｽ が 悲痛 の 訴え ,ｳﾞｪﾙﾃﾞｨ 財政難 ﾗﾓｽ 悲痛 訴え 
1445,4,忙しい社会人ｺﾞﾙﾌｧｰ必見､上達への近道は加圧ｺﾞﾙﾌで—— (0) ｺﾞﾙﾌ特集,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,忙しい 社会 人 ｺﾞﾙﾌｧｰ 必見 ､ 上達 へ の 近道 は 加 圧 ｺﾞﾙﾌ で ——   ( 0 )   ｺﾞﾙﾌ 特集 ,忙しい 社会 ｺﾞﾙﾌｧｰ 必見 上達 近道 ｺﾞﾙﾌ —— ｺﾞﾙﾌ 特集 
1446,3,次世代のvfx技術で､時代遅れの旧式ﾛﾎﾞｯﾄ“atom”に吹き込まれた命,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,次世代 の vfx 技術 で ､ 時代遅れ の 旧式 ﾛﾎﾞｯﾄ “ atom ” に 吹き込む れる た 命 ,次世代 vfx 技術 時代遅れ 旧式 ﾛﾎﾞｯﾄ atom 吹き込む れる 
1447,6,ｲﾝﾀﾋﾞｭｰ:池松壮亮&石田卓也さん本当の“映画的な良さ”をもった映画,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,ｲﾝﾀﾋﾞｭｰ : 池 松 壮 亮 & 石田 卓也 さん 本当 の “ 映画 的 だ 良い さ ” を もつ た 映画 ,ｲﾝﾀﾋﾞｭｰ 石田 卓也 さん 本当 映画 良い もつ 映画 
1448,0,日本に進出する中国家電ﾒｰｶｰ! oem供給ではすっかり定着話題,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,日本 に 進出 する 中国 家電 ﾒｰｶｰ !   oem 供給 で は すっかり 定着 話題 ,日本 進出 する 中国 家電 ﾒｰｶｰ oem 供給 すっかり 定着 話題 
1449,6,突撃! 木下優樹菜さんが､美脚ｷｰﾌﾟの為にしているｹｱって?,31.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,突撃 !   木下 優樹 菜 さん が ､ 美 脚 ｷｰﾌﾟ の 為 に する て いる ｹｱ って ? ,突撃 木下 優樹 さん ｷｰﾌﾟ する いる ｹｱ って 
1450,2,松井大輔&ﾛｰｻの結婚｡芸能ﾚﾎﾟｰﾀｰも全く知りませんでした,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,松井 大輔 & ﾛｰｻ の 結婚 ｡ 芸能 ﾚﾎﾟｰﾀｰ も 全く 知る ます ん です た ,松井 大輔 ﾛｰｻ 結婚 芸能 ﾚﾎﾟｰﾀｰ 全く 知る ます です 
1451,1,結婚に必要な覚悟とは?,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,結婚 に 必要 だ 覚悟 と は ? ,結婚 必要 覚悟 
1452,5,microsoft､windows 0またはwindows rt搭載00.0ｲﾝﾁﾀﾌﾞﾚｯﾄsurfaceを発表,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,microsoft ､ windows   0 または windows   rt 搭載 00 . 0 ｲﾝﾁﾀﾌﾞﾚｯﾄ surface を 発表 ,microsoft windows または windows rt 搭載 00 ｲﾝﾁﾀﾌﾞﾚｯﾄ surface 発表 
1453,4,iphone/ipodﾕｰｻﾞｰ必見!思い出のｸﾘｽﾏｽｿﾝｸﾞをﾂｲｰﾄしてﾔﾏﾊ製品をget!,49.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,iphone / ipod ﾕｰｻﾞｰ 必見 ! 思い出 の ｸﾘｽﾏｽｿﾝｸﾞ を ﾂｲｰﾄ する て ﾔﾏﾊ 製品 を get ! ,iphone ipod ﾕｰｻﾞｰ 必見 思い出 ｸﾘｽﾏｽｿﾝｸﾞ ﾂｲｰﾄ する ﾔﾏﾊ 製品 get 
1454,2,ﾊｰﾌﾅｰ･ﾏｲｸ､連日の取材に恥ずかしくて嫌です,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,ﾊｰﾌﾅｰ ･ ﾏｲｸ ､ 連日 の 取材 に 恥ずかしい て 嫌 です ,ﾊｰﾌﾅｰ ﾏｲｸ 連日 取材 恥ずかしい です 
1455,0,ｳｻｷﾞから最後のお願いあけおめﾒｰﾙは午前まで控えて! 各ｷｬﾘｱがお願い話題,46.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,ｳｻｷﾞ から 最後 の お願い あけ お め ﾒｰﾙ は 午前 まで 控える て !   各 ｷｬﾘｱ が お願い 話題 ,ｳｻｷﾞ から 最後 お願い あけ ﾒｰﾙ 午前 まで 控える ｷｬﾘｱ お願い 話題 
